Main ID,Incident ID,Incident Type,Region of Incident,Incident Date,Incident Year,año,Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Country of Origin,Region of Origin,Cause of Death,Country of Incident,Migration Route,Location of Incident,localización,R2,T2,,Coordinates,lat,lon,UNSD Geographical Grouping,Information Source,URL,Source Quality
2018.MMP01148,2018.MMP01148,Incident,Mediterranean,2018-09-13,2018,2018,September,1,0,1,,,,1,Morocco,Northern Africa,Drowning,Spain,Western Mediterranean,"Body recovered near La Almadraba, Ceuta, Spain","Cuerpo recuperado cerca de La Almadraba, Ceuta, España",Sí,Sí,En España,"35.91522636, -5.269480794",35.91522636, -5.269480794,Uncategorized,"Ceuta Actualidad, El Faro de Ceuta",https://bit.ly/2Qqdrc3,3
2018.MMP01135,2018.MMP01135,Incident,Mediterranean,2018-09-11,2018,2018,September,1,0,1,,,1,,Unknown,Unknown,Drowning,Spain,Western Mediterranean,"Body recovered on Las Salinas beach, Roquetas de Mar, Almería, Spain","Cuerpo recuperado en la playa de Las Salinas, Roquetas de Mar, Almería, España",Sí,Sí,En España,"36.77937994, -2.593665135",36.77937994, -2.593665135,Uncategorized,IDEAL,https://bit.ly/2Mo7KYO,1
2018.MMP01110,2018.MMP01110,Incident,Mediterranean,2018-09-05,2018,2018,September,,6,6,52,,,,Unknown,Unknown,Drowning,Morocco,Western Mediterranean,"Unspecified location in the Alboran Sea, between Morocco and Spain","Ubicación no especificada en el mar de Alborán, entre Marruecos y España.",No,Sí,Cerca de España o de camino,"35.61380572, -3.880978481",35.61380572, -3.880978481,Uncategorized,Caminando Fronteras,https://www.facebook.com/helena.malenogarzon/posts/2081535261878780,4
2018.MMP01109,2018.MMP01109,Incident,Mediterranean,2018-09-05,2018,2018,September,5,0,5,53,1,4,,Unknown,Unknown,Drowning,Morocco,Western Mediterranean,"62 miles south of Alboran Island, Alboran Sea, between Morocco and Spain","62 millas al sur de la isla de Alborán, mar de Alborán, entre Marruecos y España",No,Sí,Cerca de España o de camino,"35.61357487, -3.107125233",35.61357487, -3.107125233,Uncategorized,"Salvamento Marítimo, Ideal, Caminando Fronteras",https://bit.ly/2MVhjDX,5
2018.MMP01105,2018.MMP01105,Incident,Mediterranean,2018-09-03,2018,2018,September,,5,5,30,,,,Unknown,Unknown,Drowning,Morocco,Western Mediterranean,"Unspecified location in the Alboran Sea, between Morocco and Spain","Ubicación no especificada en el mar de Alborán, entre Marruecos y España.",No,Sí,Cerca de España o de camino,"35.87661903, -3.354317616",35.87661903, -3.354317616,Uncategorized,Caminando Fronteras,https://bit.ly/2Ch5DGy https://bit.ly/2LXMTv4,4
2018.MMP01106,2018.MMP01106,Incident,Mediterranean,2018-09-03,2018,2018,September,,61,61,,1,1,,Unknown,Unknown,Drowning,Morocco,Western Mediterranean,"Unspecified location in the Alboran Sea, between Morocco and Spain","Ubicación no especificada en el mar de Alborán, entre Marruecos y España.",No,Sí,Cerca de España o de camino,"35.75212334, -4.375363247",35.75212334, -4.375363247,Uncategorized,"Watch the Med - Alarmphone, Association Marocaine des Droits Humains - Section Nador",https://www.facebook.com/watchthemed.alarmphone/posts/2216612265279671,4
2018.MMP01095,"2018.MMP010951147,2018.MMP010951148,2018.MMP010951160,2018.MMP010951161",Split Incident,Mediterranean,2018-08-29,2018,2018,August,13,39,52,,6,,,"Mali,Unknown","Northern Africa,Sub-Saharan Africa (P),Unknown",Drowning,Algeria,Western Mediterranean,"8 bodies recovered in Plage de Bider, Marsa Ben M’hidi, and 1 body in Ghazaouet, Tlemcen, Algeria,Bodies recovered in Plage de Saïdia, Morocco, near Marsa Ben M’hidi, Tlemcen, Algeria,Unspecified location in the Alboran Sea, between Morocco and Spain","8 cuerpos recuperados en Plage de Bider, Marsa Ben M'hidi, y 1 cuerpo en Ghazaouet, Tlemcen, Argelia. Cuerpos recuperados en Plage de Saïdia, Marruecos, cerca de Marsa Ben M'hidi, Tlemcen, Argelia. Ubicación no especificada en el Mar de Alborán, entre Marruecos y España.",No,Sí,Cerca de España o de camino,"35.105207, -2.185704",35.105207, -2.185704,Uncategorized,"Le Quotidien d'Oran,Le Quotidien d'Oran, Liberté Algérie,Watch the Med - Alarmphone","https://bit.ly/2N3di01,https://twitter.com/NadorAmdh/status/1088025989668655104","1,3,4"
2018.MMP01072,2018.MMP01072,Incident,Mediterranean,2018-08-24,2018,2018,August,1,1,2,,,1,,Unknown,Sub-Saharan Africa (P),Drowning,Spain,Western Mediterranean,"Off the coast of Alboran Island, Spain","Frente a la costa de la isla de Alborán, España",Sí,Sí,En España,"35.94863691, -3.036400746",35.94863691, -3.036400746,Uncategorized,"Eldiario.es, La Vanguardia, El Plural",https://bit.ly/2obVCAz,3
2018.MMP01021,2018.MMP01021,Incident,Mediterranean,2018-08-14,2018,2018,August,,37,37,,7,30,2,Unknown,Sub-Saharan Africa (P),Drowning,Morocco,Western Mediterranean,"Unspecified location in the Alboran Sea, between Morocco and Spain","Ubicación no especificada en el mar de Alborán, entre Marruecos y España.",No,Sí,Cerca de España o de camino,"35.886619, -3.410172",35.886619, -3.410172,Uncategorized,"Caminando Fronteras, Ara.cat",https://www.facebook.com/helena.malenogarzon/posts/2045571328808507,4
2018.MMP01002,2018.MMP01002,Incident,Mediterranean,2018-08-10,2018,2018,August,1,1,2,66,,1,,Unknown,Sub-Saharan Africa (P),Drowning,Spain,Western Mediterranean,"Off the coast of Cabo de Gata, Almería, Spain","Frente a la costa de Cabo de Gata, Almería, España",Sí,Sí,En España,"36.6891623, -2.213042011",36.6891623, -2.213042011,Uncategorized,"Salvamento Marítimo, Europa Press",https://bit.ly/2OCcyvo,5
2018.MMP00992,2018.MMP00992,Incident,Mediterranean,2018-08-07,2018,2018,August,1,0,1,,1,,,Unknown,Sub-Saharan Africa (P),Drowning,Spain,Western Mediterranean,"Off the coast of Cape Trafalgar, Cádiz, Spain","Frente a la costa del Cabo Trafalgar, Cádiz, España",Sí,Sí,En España,"36.15312799, -6.069267257",36.15312799, -6.069267257,Uncategorized,"Salvamento Marítimo, Europa Press",https://bit.ly/2nC4iQo,5
2018.MMP00806,2018.MMP00806,Incident,Mediterranean,2018-07-03,2018,2018,July,1,0,1,,,1,,Senegal,Western Africa,Drowning,Morocco,Western Mediterranean,Unspecified location between Morocco and Spain,Ubicación no especificada entre Marruecos y España,No,Sí,Cerca de España o de camino,"35.88106992, -5.815255116",35.88106992, -5.815255116,Uncategorized,Watch the Med Alarm Phone,https://bit.ly/2KOzHwh,4
2018.MMP00710,2018.MMP00710,Incident,Mediterranean,2018-06-17,2018,2018,June,5,38,43,4,,2,,Unknown,Unknown,Drowning,Spain,Western Mediterranean,"Alboran Sea, 18 miles south of Cabo de Gata, Almería, Spain","Mar de Alborán, 18 millas al sur de Cabo de Gata, Almería, España",Sí,Sí,En España,"36.47522782, -2.230208148",36.47522782, -2.230208148,Uncategorized,"Salvamento Marítimo, El País, Europa Press",https://bit.ly/2t8HTxa,5
2018.MMP00700,2018.MMP00700,Incident,Mediterranean,2018-06-15,2018,2018,June,4,0,4,,,,,Unknown,Unknown,Drowning,Morocco,Western Mediterranean,"Gibraltar Strait, between Spain and Morocco","Estrecho de Gibraltar, entre España y Marruecos",No,Sí,Cerca de España o de camino,"36.01033187, -5.441475625",36.01033187, -5.441475625,Uncategorized,"Salvamento Marítimo, El País",https://bit.ly/2MxBzaC,5
2018.MMP00699,2018.MMP00699,Incident,Mediterranean,2018-06-14,2018,2018,June,1,0,1,11,,1,,Unknown,Unknown,Drowning,Morocco,Western Mediterranean,"Gibraltar Strait, between Spain and Morocco","Estrecho de Gibraltar, entre España y Marruecos",No,Sí,Cerca de España o de camino,"36.00866555, -5.398903604",36.00866555, -5.398903604,Uncategorized,Salvamento Marítimo,https://bit.ly/2JWb3WT,5
2018.MMP00669,"2018.MMP00669706,2018.MMP00669707,2018.MMP00669708",Split Incident,Mediterranean,2018-06-10,2018,2018,June,4,0,4,49,,4,,"Mali,Senegal,Unknown","Sub-Saharan Africa,Western Africa",Drowning,Spain,Western Mediterranean,"Off the coast of Melilla, Spain","Frente a la costa de Melilla, España",Sí,Sí,En España,"35.50720421, -2.740343394",35.50720421, -2.740343394,Uncategorized,"El Faro de Melilla,Salvamento Marítimo, Caminando Fronteras","https://bit.ly/2JxwXiJ,https://bit.ly/2leXmrh,https://bit.ly/2lw2bwl",5
2018.MMP00624,2018.MMP00624,Incident,Mediterranean,2018-06-02,2018,2018,June,,1,1,41,,1,,Unknown,Sub-Saharan Africa,Drowning,Morocco,Western Mediterranean,Alboran Sea between Morocco and Spain,Mar de Alborán entre Marruecos y España,No,Sí,Cerca de España o de camino,"35.69860948, -4.792843716",35.69860948, -4.792843716,Uncategorized,Salvamento Marítimo,https://bit.ly/2J7DSTM,5
2018.MMP00608,2018.MMP00608,Incident,Mediterranean,2018-05-29,2018,2018,May,1,1,2,3,,,,Unknown,Unknown,Drowning,Spain,Western Mediterranean,"Gibraltar Strait, 24 nautical miles south-west of Tarifa, Spain","Estrecho de Gibraltar, a 24 millas náuticas al suroeste de Tarifa, España",Sí,Sí,En España,"35.97432145, -5.63191552",35.97432145, -5.63191552,Uncategorized,"Salvamento Marítimo, Caminando Fronteras",https://bit.ly/2sgJvVk,5
2018.MMP00465,2018.MMP00465,Incident,Mediterranean,2018-04-25,2018,2018,April,5,12,17,17,,,,Unknown,Unknown,Drowning,Spain,Western Mediterranean,"15 miles southeast of Alboran Island, Almería, Spain","24 km al sureste de la isla de Alborán, Almería, España",Sí,Sí,En España,"35.71956581, -3.226601551",35.71956581, -3.226601551,Uncategorized,"Caminando Fronteras, Salvamento Marítimo, Spanish Red Cross via Europa Press",https://bit.ly/2qZJTXw,5
2018.MMP00412,2018.MMP00412,Incident,Mediterranean,2018-04-14,2018,2018,April,1,0,1,,,1,,Unknown,Sub-Saharan Africa,Sickness / lack of access to adequate healthcare,Spain,Western Mediterranean,"Body found near border fence in Anyera, Ceuta, Spain","Hallan cadáver cerca de la valla fronteriza en Anyera, Ceuta, España",Sí,Sí,En España,"35.8985929, -5.373166",35.8985929, -5.373166,Uncategorized,"El Faro de Ceuta, APDHA, Ceuta TV",https://bit.ly/2HGGCDO,4
2018.MMP00410,2018.MMP00410,Incident,Mediterranean,2018-04-13,2018,2018,April,1,0,1,,,1,,Unknown,Sub-Saharan Africa,Sickness / lack of access to adequate healthcare,Spain,Western Mediterranean,"Body found near border fence in Anyera, Ceuta, Spain","Hallan cadáver cerca de la valla fronteriza en Anyera, Ceuta, España",Sí,Sí,En España,"35.89855814, -5.37445346",35.89855814, -5.37445346,Uncategorized,"El Faro de Ceuta, APDHA, Ceuta TV",https://bit.ly/2JPLF5i,4
2018.MMP00378,2018.MMP00378,Incident,Mediterranean,2018-04-06,2018,2018,April,1,0,1,,,1,,Unknown,Unknown,Drowning,Spain,Western Mediterranean,"Playa de Jabonera, Tarifa, Cádiz, Spain","Playa de Jabonera, Tarifa, Cádiz, España",Sí,Sí,En España,"36.00737801, -5.595094155",36.00737801, -5.595094155,Uncategorized,"Diario de Cádiz, Europapress, EFE",https://bit.ly/2GJVwf0,3
2018.MMP00381,2018.MMP00381,Incident,Mediterranean,2018-04-06,2018,2018,April,1,0,1,,,1,1,Morocco,Northern Africa,Vehicle accident / death linked to hazardous transport,Spain,Western Mediterranean,"Port of Ceuta, Spain","Puerto de Ceuta, España",Sí,Sí,En España,"35.89611993, -5.321322895",35.89611993, -5.321322895,Uncategorized,"El Faro de Ceuta, Ceuta Actualidad",https://bit.ly/2qj83Lo,3
2018.MMP00365,2018.MMP00365,Incident,Mediterranean,2018-04-01,2018,2018,April,7,4,11,1,,3,,"Senegal,Unknown",Sub-Saharan Africa,Drowning,Morocco,Western Mediterranean,"Unspecified location in the Gibraltar Strait, between Morocco and Spain","Ubicación no especificada en el estrecho de Gibraltar, entre Marruecos y España",No,Sí,Cerca de España o de camino,"35.97755439, -5.768318887",35.97755439, -5.768318887,Uncategorized,"IOM Spain, Salvamento Marítimo, El Mundo",https://bit.ly/2EddpwF,5
2018.MMP00352,2018.MMP00352,Incident,Mediterranean,2018-03-29,2018,2018,March,,7,7,,,7,,Unknown,Unknown,Drowning,Morocco,Western Mediterranean,"Unspecified location in the Gibraltar Strait, between Morocco and Spain","Ubicación no especificada en el estrecho de Gibraltar, entre Marruecos y España",No,Sí,Cerca de España o de camino,"35.96199421, -5.382424111",35.96199421, -5.382424111,Uncategorized,Caminando Fronteras,https://bit.ly/2Ej7nL0,4
2018.MMP00297,2018.MMP00297,Incident,Mediterranean,2018-03-18,2018,2018,March,1,0,1,,,1,,Unknown,Sub-Saharan Africa,Drowning,Spain,Western Mediterranean,"Body recovered on a beach in Rota, Cádiz, Spain","Cuerpo recuperado en una playa de Rota, Cádiz, España",Sí,Sí,En España,"36.61900306, -6.364435634",36.61900306, -6.364435634,Uncategorized,"Guardia Civil, Europa Press",http://bit.ly/2FS0mql,5
2018.MMP00288,2018.MMP00288,Incident,Northern Africa,2018-03-16,2018,2018,March,1,0,1,,,1,,Unknown,Sub-Saharan Africa,Drowning,Spain,Western Africa / Atlantic route to the Canary Islands,"Playa de la Madera, Tinajo, Lanzarote, Canary Islands","Playa de la Madera, Tinajo, Lanzarote, Islas Canarias",Sí,No,En España,"29.0620864, -13.7746296",29.0620864, -13.7746296,Uncategorized,"EFE, La Provincia, La Voz de Lanzarote",http://bit.ly/2GHq0uS,3
2018.MMP00286,2018.MMP00286,Incident,Mediterranean,2018-03-15,2018,2018,March,12,0,12,22,,,,Unknown,Unknown,Drowning,Morocco,Western Mediterranean,Alboran Sea between Morocco and Spain,Mar de Alborán entre Marruecos y España,No,Sí,Cerca de España o de camino,"35.51997054, -2.645016567",35.51997054, -2.645016567,Uncategorized,Caminando Fronteras,http://bit.ly/2FDRbtf,4
2018.MMP00259,2018.MMP00259,Incident,Mediterranean,2018-03-08,2018,2018,March,1,0,1,,,1,,Unknown,Sub-Saharan Africa,Drowning,Spain,Western Mediterranean,"Body recovered on a beach in Rota, Cádiz, Spain","Cuerpo recuperado en una playa de Rota, Cádiz, España",Sí,Sí,En España,"36.62658052, -6.383661709",36.62658052, -6.383661709,Uncategorized,"Guardia Civil, Europa Press",http://bit.ly/2DMnWPj,5
2018.MMP00246,2018.MMP00246,Incident,Mediterranean,2018-03-03,2018,2018,March,3,0,3,2,2,1,,Guinea,Western Africa,Drowning,Spain,Western Mediterranean,"Off the coast of Benzú, Ceuta, Spain","Frente a la costa de Benzú, Ceuta, España",Sí,Sí,En España,"35.91540119, -5.380983631",35.91540119, -5.380983631,Uncategorized,"UNHCR Spain, Caminando Fronteras, El Periódico, La Vanguardia",http://bit.ly/2I3EV2N,4
2018.MMP00224,2018.MMP00224,Incident,Mediterranean,2018-02-26,2018,2018,February,1,0,1,,,1,,Unknown,Sub-Saharan Africa,Sickness / lack of access to adequate healthcare,Spain,Western Mediterranean,"Tarifa, Cádiz, Spain","Tarifa, Cádiz, España",Sí,Sí,En España,"36.0082459, -5.603763054",36.0082459, -5.603763054,Uncategorized,"Europa Press, Junta de Andalucía Centro de Emergencias",http://bit.ly/2F10oYt,3
2018.MMP00223,2018.MMP00223,Incident,Mediterranean,2018-02-25,2018,2018,February,1,0,1,,,1,,Unknown,Sub-Saharan Africa,Drowning,Spain,Western Mediterranean,"Playa de Levante, La Línea de la Concepción, Cádiz, Spain","Playa de Levante, La Línea de la Concepción, Cádiz, España",Sí,Sí,En España,"36.1509958, -5.3378834",36.1509958, -5.3378834,Uncategorized,"Europa Press, Andalucía Información, Costa Cádiz",http://bit.ly/2HRd5XH,3
2018.MMP00159,2018.MMP00159,Incident,Mediterranean,2018-02-12,2018,2018,February,1,0,1,,,1,,Unknown,Sub-Saharan Africa,Drowning,Spain,Western Mediterranean,"Near Port of Cabopino, Málaga, Spain","Cerca del puerto de Cabopino, Málaga, España",Sí,Sí,En España,"36.48042097, -4.740933307",36.48042097, -4.740933307,Uncategorized,"Málaga Hoy, La Vanguardia, Onda Local",http://bit.ly/2GfDtJa,3
2018.MMP00158,2018.MMP00158,Incident,Mediterranean,2018-02-12,2018,2018,February,1,0,1,,1,,1,Unknown,Unknown,Drowning,Morocco,Western Mediterranean,"Unspecified location in the Gibraltar Strait, between Morocco and Spain","Ubicación no especificada en el estrecho de Gibraltar, entre Marruecos y España",No,Sí,Cerca de España o de camino,"35.9497662, -5.309639688",35.9497662, -5.309639688,Uncategorized,Caminando Fronteras,http://bit.ly/2BRJtJO,4
2018.MMP00148,2018.MMP00148,Incident,Mediterranean,2018-02-09,2018,2018,February,3,0,3,32,,3,,Unknown,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Morocco,Western Mediterranean,27 miles southeast of Alboran Island in the Alboran Sea between Morocco and Spain,27 millas al sureste de la isla de Alborán en el mar de Alborán entre Marruecos y España,No,Sí,Cerca de España o de camino,"35.74632019, -3.214241932",35.74632019, -3.214241932,Uncategorized,"Salvamento Marítimo, Caminando Fronteras",http://bit.ly/2nO1eB3,5
2018.MMP00127,2018.MMP00127,Incident,Mediterranean,2018-02-03,2018,2018,February,21,26,47,1,8,31,5,"Côte d'Ivoire,Guinea,Mali",Western Africa,Drowning,Spain,Western Mediterranean,"Near Cabo Tres Forcas, 4 miles off the coast of Melilla, Spain","Cerca de Cabo Tres Forcas, a 4 millas de la costa de Melilla, España",Sí,Sí,En España,"35.5831866, -2.795275",35.5831866, -2.795275,Uncategorized,"Caminando Fronteras, El Diario",http://bit.ly/2s649d3,3
2018.MMP00058,2018.MMP00058,Incident,Mediterranean,2018-01-20,2018,2018,January,2,0,2,34,,,,Unknown,Sub-Saharan Africa,Drowning,Spain,Western Mediterranean,"10 miles west of Alboran Island, Spain","10 millas al oeste de la isla de Alborán, España",Sí,Sí,En España,"35.9405764, -3.1212015",35.9405764, -3.1212015,Uncategorized,"Salvamento Marítimo, Caminando Fronteras, eldiario.es, Público",http://bit.ly/2DX0hx7,5
2018.MMP00035,2018.MMP00035,Incident,Northern Africa,2018-01-15,2018,2018,January,7,0,7,20,,,,Morocco,Northern Africa,Mixed or unknown,Spain,Western Africa / Atlantic route to the Canary Islands,"Playa Bastián in Costa Teguise, Lanzarote, Canary Islands, Spain","Playa Bastián en Costa Teguise, Lanzarote, Islas Canarias, España",Sí,Sí,En España,"28.9922402, -13.4958533",28.9922402, -13.4958533,Uncategorized,"Salvamento Marítimo, Europa Press",http://bit.ly/2mI5zFx,5
2018.MMP00019,2018.MMP00019,Incident,Mediterranean,2018-01-09,2018,2018,January,3,8,11,43,,,,Unknown,Unknown,Drowning,Morocco,Western Mediterranean,Unspecified location between Morocco and Spain,Ubicación no especificada entre Marruecos y España,No,Sí,Cerca de España o de camino,"35.8910058, -5.6593323",35.8910058, -5.6593323,Uncategorized,Caminando Fronteras,http://bit.ly/2Fm9Beh,4
2018.MMP00010,2018.MMP00010,Incident,Mediterranean,2018-01-04,2018,2018,January,1,0,1,,,1,,Unknown,Unknown,Drowning,Spain,Western Mediterranean,"Off the coast of Sanlúcar de Barrameda, Cádiz, Spain","Frente a la costa de Sanlúcar de Barrameda, Cádiz, España",Sí,Sí,En España,"36.7846768, -6.5809352",36.7846768, -6.5809352,Uncategorized,Andalucía Información,http://bit.ly/2AwvkMU,1
2017.MMP01304,2017.MMP01304,Incident,Mediterranean,2017-12-22,2017,2017,December,1,0,1,,,1,,Unknown,Sub-Saharan Africa (P),Drowning,Spain,Western Mediterranean,"Body recovered near Playa de Juan XXIII, Ceuta, Spain","Cuerpo recuperado cerca de la Playa de Juan XXIII, Ceuta, España",Sí,Sí,En España,"35.87804972, -5.32797217",35.87804972, -5.32797217,Uncategorized,"Público, Ceuta Actualidad, La Sexta",http://bit.ly/2CXRJ8I,3
2017.MMP01268,2017.MMP01268,Incident,Mediterranean,2017-12-15,2017,2017,December,1,0,1,4,,1,,Unknown,Sub-Saharan Africa (P),Mixed or unknown,Spain,Western Mediterranean,"4 miles off the coast of San Roque, Cádiz, Spain","A 4 millas de la costa de San Roque, Cádiz, España",Sí,Sí,En España,"36.12509567, -5.16951166",36.12509567, -5.16951166,Uncategorized,"Spanish Red Cross, Europa Sur, El Diario de Sevilla, La Voz Digital",http://bit.ly/2oY7V6K,5
2017.MMP01265,2017.MMP01265,Incident,Mediterranean,2017-12-14,2017,2017,December,1,0,1,68,,,,Unknown,Unknown,Drowning,Morocco,Western Mediterranean,"5 nautical miles west of Alboran Island, between Spain and Morocco","5 millas náuticas al oeste de la isla de Alborán, entre España y Marruecos",No,Sí,Cerca de España o de camino,"35.9389086, -3.1805963",35.9389086, -3.1805963,Uncategorized,Salvamento Marítimo,http://bit.ly/2C5bx8y,5
2017.MMP01261,2017.MMP01261,Incident,Mediterranean,2017-12-13,2017,2017,December,,2,2,31,,,,Unknown,Unknown,Drowning,Morocco,Western Mediterranean,"Unspecified location in the Alboran Sea, between Spain and Morocco","Ubicación no especificada en el mar de Alborán, entre España y Marruecos.",No,Sí,Cerca de España o de camino,"36.2144014, -3.4195527",36.2144014, -3.4195527,Uncategorized,Salvamento Marítimo,http://bit.ly/2jWbwxp,5
2017.MMP01218,2017.MMP01218,Incident,Mediterranean,2017-12-04,2017,2017,December,1,0,1,35,,1,,Unknown,Unknown,Drowning,Spain,Western Mediterranean,"Off the coast of Maro, Nerja, Spain","Frente a la costa de Maro, Nerja, España",Sí,Sí,En España,"36.68466409, -3.86216132",36.68466409, -3.86216132,Uncategorized,"Spanish Red Cross, El Diario, ABC Andalucia",http://bit.ly/2zWUN2I,4
2017.MMP01197,2017.MMP01197,Incident,Mediterranean,2017-11-29,2017,2017,November,3,1,4,2,,,,Unknown,Sub-Saharan Africa (P),Drowning,Spain,Western Mediterranean,"5 miles south of Tarifa, Cádiz, Spain","5 millas al sur de Tarifa, Cádiz, España",Sí,Sí,En España,"35.97015368, -5.60307641",35.97015368, -5.60307641,Uncategorized,"Salvamento Marítimo, EFE, El Diario",http://bit.ly/2k9fLZo,5
2017.MMP01194,2017.MMP01194,Incident,Mediterranean,2017-11-28,2017,2017,November,1,0,1,,,1,,Unknown,Sub-Saharan Africa (P),Drowning,Spain,Western Mediterranean,"5 miles south of Cape Trafalgar, near Barbate, Cádiz, Spain","A 5 millas al sur del Cabo Trafalgar, cerca de Barbate, Cádiz, España",Sí,Sí,En España,"36.08247099, -6.02600098",36.08247099, -6.02600098,Uncategorized,"La Vanguardia, Caminando Fronteras",http://bit.ly/2igJf78,4
2017.MMP01189,2017.MMP01189,Incident,Mediterranean,2017-11-27,2017,2017,November,1,0,1,,,1,,Unknown,Northern Africa,Mixed or unknown,Spain,Western Mediterranean,"Body found inside boat in Port of Melilla, Spain","Hallan cadáver en el interior de una embarcación en el puerto de Melilla, España",Sí,Sí,En España,"35.29038749, -2.9265919",35.29038749, -2.9265919,Uncategorized,"La Vanguardia, El Periódico",http://bit.ly/2B8UkOs,3
2017.MMP01180,2017.MMP01180,Incident,Mediterranean,2017-11-25,2017,2017,November,1,0,1,,,,,Unknown,Sub-Saharan Africa (P),Drowning,Spain,Western Mediterranean,"Off the coast of Barbate, Cádiz, Spain","Frente a la costa de Barbate, Cádiz, España",Sí,Sí,En España,"36.17883247, -5.90978622",36.17883247, -5.90978622,Uncategorized,"Caminando Fronteras, ABC",http://bit.ly/2jqOBc7,4
2017.MMP01179,2017.MMP01179,Incident,Mediterranean,2017-11-25,2017,2017,November,1,0,1,,,1,,Unknown,Sub-Saharan Africa (P),Drowning,Spain,Western Mediterranean,"Off the coast of Tarifa, Cádiz, Spain","Frente a la costa de Tarifa, Cádiz, España",Sí,Sí,En España,"35.98876804, -5.61131616",35.98876804, -5.61131616,Uncategorized,"Caminando Fronteras, ABC",http://bit.ly/2jqOBc7,4
2017.MMP01157,2017.MMP01157,Incident,Mediterranean,2017-11-19,2017,2017,November,3,1,4,21,,2,1,Unknown,Sub-Saharan Africa (P),Drowning,Spain,Western Mediterranean,"Santa Catalina, Ceuta, Spain","Santa Catalina, Ceuta, España",Sí,Sí,En España,"35.90491742, -5.29158407",35.90491742, -5.29158407,Uncategorized,"El Faro de Ceuta, Caminando Fronteras",http://bit.ly/2AY0ddX,4
2017.MMP01083,2017.MMP01083,Incident,Northern Africa,2017-10-31,2017,2017,October,1,0,1,,,1,,Unknown,Sub-Saharan Africa (P),Drowning,Spain,Western Africa / Atlantic route to the Canary Islands,"900m off the coast of Morro Jable, Fuerteventura, Canary Islands, Spain","A 900 metros de la costa de Morro Jable, Fuerteventura, Islas Canarias, España",Sí,Sí,En España,"28.04512534, -14.35198115",28.04512534, -14.35198115,Uncategorized,La Provincia,http://bit.ly/2zdUO4Q,1
2017.MMP01064,2017.MMP01064,Incident,Mediterranean,2017-10-26,2017,2017,October,1,0,1,,,1,,Algeria,Northern Africa,Mixed or unknown,Spain,Western Mediterranean,"Body found under truck in ferry in Port of Melilla, Spain","Hallan cadáver bajo un camión en un ferry en el puerto de Melilla, España",Sí,Sí,En España,"35.29115659, -2.92762596",35.29115659, -2.92762596,Uncategorized,Público,http://bit.ly/2zRCBbm,3
2017.MMP01043,2017.MMP01043,Incident,Mediterranean,2017-10-22,2017,2017,October,1,0,1,17,,1,,Unknown,Sub-Saharan Africa (P),Drowning,Spain,Western Mediterranean,"Off the coast of Melilla, Spain, near Beni Ensar","Frente a la costa de Melilla, España, cerca de Beni Ensar",Sí,Sí,En España,"35.28288879, -2.91330835",35.28288879, -2.91330835,Uncategorized,"El Mundo, Cuatro",http://bit.ly/2yGH6GS,3
2017.MMP01008,2017.MMP01008,Incident,Europe,2017-10-16,2017,2017,October,1,0,1,,,1,,Algeria,Northern Africa,Vehicle accident / death linked to hazardous transport,Spain,,"N-II motorway, near La Jonquera, Girona, Spain, at the border with France","Autopista N-II, cerca de La Jonquera, Girona, España, en la frontera con Francia",Sí,Sí,En España,"42.4181324, 2.8739219",42.4181324, 2.8739219,Southern Europe,Diari de Girona,http://bit.ly/2zSM4lu,3
2017.MMP00926,2017.MMP00926,Incident,Mediterranean,2017-09-24,2017,2017,September,2,0,2,4,,2,,Burkina Faso,Western Africa,Violence,Morocco,Western Mediterranean,"Sewage system under border fence, Beni Enzar, Morocco, at the border with Melilla, Spain","Sistema de alcantarillado bajo la valla fronteriza, Beni Enzar, Marruecos, en la frontera con Melilla, España",No,Sí,Cerca de España o de camino,"35.268595, -2.93723899",35.268595, -2.93723899,Uncategorized,"Caminando Fronteras, El Faro de Melilla",http://bit.ly/2hpDByE,4
2017.MMP00863,2017.MMP00863,Incident,Mediterranean,2017-09-13,2017,2017,September,1,6,7,3,,,,Unknown,Unknown,Drowning,Morocco,Western Mediterranean,"41 miles off the coast of Almería, Spain","A 41 millas de la costa de Almería, España",No,Sí,Cerca de España o de camino,"36.636454, -2.450853",36.636454, -2.450853,Uncategorized,Salvamento Marítimo,http://bit.ly/2y9su0K,5
2017.MMP00804,"2017.MMP00804832,2017.MMP00804833",Split Incident,Mediterranean,2017-08-31,2017,2017,August,7,0,7,38,7,,,"Congo,Guinea","Middle Africa,Western Africa",Drowning,Spain,Western Mediterranean,"Off the coast of Melilla, Spain","Frente a la costa de Melilla, España",Sí,Sí,En España,"35.27209876, -2.88728553",35.27209876, -2.88728553,Uncategorized,Caminando Fronteras via Contexto,http://bit.ly/2wwWowY,4
2017.MMP00715,2017.MMP00715,Incident,Mediterranean,2017-08-09,2017,2017,August,1,0,1,11,,1,,Guinea,Western Africa,Drowning,Spain,Western Mediterranean,"Off the coast of Benzú, Ceuta, Spain","Frente a la costa de Benzú, Ceuta, España",Sí,Sí,En España,"35.91755606, -5.37368802",35.91755606, -5.37368802,Uncategorized,El País,http://bit.ly/2hMeg1z,3
